"PATRIC","ut30","to30","ut37","to37"
"fig|214675.23.peg.3718",30.795137,2.142415,27.112335,2.682636
"fig|214675.23.peg.3720",14.679297,3.235287,8.079789,3.911546
"fig|214675.23.peg.3721",27.34453,4.281293,19.439802,7.791613
"fig|214675.23.peg.3722",17.507906,1.137952,NA,3.380788
"fig|214675.23.peg.3724",1.394371,2.241682,1.095227,1.527248
"fig|214675.23.peg.3725",17.627748,3.136189,5.925637,2.20296
"fig|214675.23.peg.3727",0.809808,1.114524,NA,0.908413
"fig|214675.23.peg.3728",9.908412,0.832119,4.209239,0.794313
"fig|214675.23.peg.3729",1.259609,1.021052,NA,0.565788
"fig|214675.23.peg.3730",1.026345,0.771335,5.091027,5.09464
"fig|214675.23.peg.3731",37.999847,2.666143,63.996452,12.206907
"fig|214675.23.peg.3732",40.880489,3.749273,34.641483,6.540704
"fig|214675.23.peg.3733",70.814438,18.09058,24.137569,12.283298
"fig|214675.23.peg.3734",7.644114,3.458906,4.563308,4.566627
"fig|214675.23.rna.39",3.745138,20.771555,4.045765,32.963699
"fig|214675.23.peg.3735",3.528972,1.962943,2.698786,1.335321
"fig|214675.23.peg.3736",24.174791,2.951379,13.597255,2.601151
"fig|214675.23.peg.3737",50.500683,4.822364,26.690477,7.092191
"fig|214675.23.peg.3738",14.80077,1.847385,8.353616,2.805563
"fig|214675.23.peg.3739",134.881653,16.140717,104.134232,32.395615
"fig|214675.23.peg.3740",8.955554,3.701568,5.089914,4.973125
"fig|214675.23.peg.3742",3.871166,0.459929,3.378531,2.182859
"fig|214675.23.peg.3743",18.044798,5.213982,13.014273,10.376827
"fig|214675.23.peg.3744",30.492844,6.248089,14.203479,11.089561
"fig|214675.23.peg.3745",916.09082,94.676353,446.566589,91.8964
"fig|214675.23.peg.3746",4.233298,2.636663,3.534773,4.299057
"fig|214675.23.peg.3747",1.264128,NA,NA,NA
"fig|214675.23.peg.3748",11.17515,2.853409,3.195172,1.736942
"fig|214675.23.peg.3749",7.511726,3.470311,5.418823,11.473585
"fig|214675.23.peg.3750",32.233532,2.449905,35.065441,4.808231
"fig|214675.23.peg.3751",86.842896,24.563208,34.582794,21.028322
"fig|214675.23.peg.3753",1.232803,1.405059,NA,1.175089
"fig|214675.23.peg.3754",57.154663,83.330551,18.198095,59.441921
"fig|214675.23.peg.3755",268.056458,51.54092,112.833496,44.712795
"fig|214675.23.peg.3756",6.582875,8.963195,4.531315,9.042113
"fig|214675.23.peg.3757",2.445512,0.718868,1.869894,1.313391
"fig|214675.23.peg.3758",59.356647,4.485537,21.236662,3.675807
"fig|214675.23.peg.3759",4.981052,2.432312,4.339478,2.865558
"fig|214675.23.peg.3760",64.507263,6.184178,40.459671,8.492088
"fig|214675.23.peg.3761",52.578842,8.783161,24.049175,9.979265
"fig|214675.23.peg.3762",13.564827,1.369936,14.631722,2.70231
"fig|214675.23.peg.3763",40.81929,6.631466,24.849771,7.787215
"fig|214675.23.peg.3764",20.050991,5.457771,15.384549,8.890389
"fig|214675.23.peg.3765",83.65683,9.415827,57.074677,14.315
"fig|214675.23.peg.3766",42.316349,9.486722,13.323019,5.835277
"fig|214675.23.peg.3767",5.325012,0.760877,2.779739,1.328372
"fig|214675.23.peg.3769",0.737937,0.831243,NA,1.572257
"fig|214675.23.peg.3770",35.829411,3.708582,14.979352,2.464229
"fig|214675.23.peg.3771",150.707794,82.427071,54.3106,62.278996
"fig|214675.23.peg.3772",19.150373,4.494877,16.929241,6.342804
"fig|214675.23.peg.3773",32.738277,4.959091,21.202515,7.839084
"fig|214675.23.peg.3774",5.535935,2.934936,4.485378,5.25782
"fig|214675.23.peg.3775",31.551296,4.015118,27.804123,6.453318
"fig|214675.23.peg.3776",90.163864,7.823896,53.103718,7.533293
"fig|214675.23.peg.3777",17.386005,2.654319,25.694574,5.062811
"fig|214675.23.peg.3778",66.908211,6.492359,27.397545,5.243936
"fig|214675.23.peg.3779",3.901801,1.489198,5.01235,2.516737
"fig|214675.23.peg.3780",2.359875,0.658074,0.631194,0.702173
"fig|214675.23.peg.3781",0.921708,NA,0.654196,0.440856
"fig|214675.23.peg.3783",73.387169,3.613639,91.454941,7.666979
"fig|214675.23.peg.3784",45.762592,9.606221,20.71714,9.556901
"fig|214675.23.peg.3785",78.319069,6.954248,44.967537,7.517694
"fig|214675.23.peg.3786",18.114309,30.107628,13.255093,30.218473
"fig|214675.23.peg.3787",51.460629,6.037005,22.09794,6.563758
"fig|214675.23.peg.3788",1.83512,0.748287,1.435938,1.840535
"fig|214675.23.peg.3789",12.065552,1.430689,9.893955,2.473767
"fig|214675.23.peg.3790",63.48991,2.999188,25.882191,3.565484
"fig|214675.23.peg.3791",25.68507,3.121399,21.88764,5.145399
"fig|214675.23.peg.3792",40.59129,7.525678,26.715773,9.11006
"fig|214675.23.peg.3793",40.327705,12.176525,21.810394,19.189604
"fig|214675.23.peg.3794",61.479908,24.387114,30.332045,32.648216
"fig|214675.23.peg.3795",4.799269,2.028668,3.520747,3.095834
"fig|214675.23.peg.3797",3.21632,1.113576,4.276441,1.78089
"fig|214675.23.peg.3798",15.815377,1.570536,15.869488,2.825317
"fig|214675.23.peg.3799",7.138499,1.823873,5.583918,2.967276
"fig|214675.23.peg.3800",66.11274,4.397678,51.889835,8.331115
"fig|214675.23.peg.3801",19.373011,8.587393,21.52944,12.441115
"fig|214675.23.peg.3802",7.780845,83.235107,3.63419,72.687263
"fig|214675.23.peg.3803",111.842201,8.204246,133.538101,13.935881
"fig|214675.23.peg.3804",4.8568,2.24401,6.499271,5.128716
"fig|214675.23.peg.3805",12.181541,3.02084,16.480158,7.879298
"fig|214675.23.peg.3806",29.079315,6.549675,30.713564,11.411415
"fig|214675.23.peg.3807",355.764374,58.551216,145.784363,69.640503
"fig|214675.23.peg.3808",348.596466,26.766008,321.009979,52.650444
"fig|214675.23.peg.3809",14.904839,24.496311,8.697045,25.925598
"fig|214675.23.peg.3810",9.299482,5.265562,4.999457,5.077653
"fig|214675.23.peg.3812",3.237159,1.221723,2.9519,2.856098
"fig|214675.23.peg.3813",11.546314,2.487831,7.06989,3.05001
"fig|214675.23.peg.3814",2.446555,0.700222,7.260818,2.576399
"fig|214675.23.peg.3815",0.899598,2.018411,3.563216,5.43386
"fig|214675.23.peg.3816",43.650566,8.683426,58.170036,26.656254
"fig|214675.23.peg.3817",100.713104,17.1686,93.230927,36.750355
"fig|214675.23.peg.3818",3.304439,1.573835,3.856887,4.041626
"fig|214675.23.peg.3819",109.648354,13.182394,75.529396,18.781178
"fig|214675.23.peg.3820",43.740074,5.217229,42.485653,11.381758
"fig|214675.23.peg.3821",6.685201,4.48119,4.768382,5.118238
"fig|214675.23.peg.3822",42.597759,3.568868,23.26432,4.260914
"fig|214675.23.peg.3823",3.263595,3.689142,2.711471,6.811697
"fig|214675.23.peg.3825",2.046667,1.578909,3.020838,3.320521
"fig|214675.23.peg.3826",6.413148,8.148022,17.446005,16.32395
"fig|214675.23.peg.3827",18.234722,26.991148,170.705048,32.145687
"fig|214675.23.peg.3828",5.801011,7.678212,5.921784,7.902751
"fig|214675.23.peg.3829",47.959965,5.160501,45.88356,10.237325
"fig|214675.23.peg.3830",47.900017,7.646619,47.578682,21.288801
"fig|214675.23.peg.3831",19.499544,4.052718,17.593052,9.739577
"fig|214675.23.peg.3832",112.027313,7.755572,96.269638,17.311602
"fig|214675.23.peg.3834",34.40897,2.64922,54.525826,8.044997
"fig|214675.23.peg.3835",2.204521,0.521198,5.70365,0.566442
"fig|214675.23.peg.3836",20.715855,1.560256,9.16577,1.527381
"fig|214675.23.peg.3838",22.043268,6.521916,24.127203,9.359255
"fig|214675.23.peg.3839",14.673073,NA,8.373483,NA
"fig|214675.23.peg.3841",227.205093,51.09705,151.765549,109.270149
"fig|214675.23.peg.3842",1.254934,NA,0.960973,0.605609
"fig|214675.23.peg.3843",23.307049,1.913438,15.184362,3.627933
"fig|214675.23.rna.40",79.566109,98.038582,63.526508,118.028046
"fig|214675.23.peg.3844",70.847595,84.182007,12.429431,78.991058
"fig|214675.23.peg.3845",2.116099,0.423719,1.963076,1.713088
"fig|214675.23.peg.3846",57.884312,16.826174,32.096298,20.515175
"fig|214675.23.peg.3847",18.629711,1.264878,2.108886,1.325832
"fig|214675.23.peg.3848",95.651131,48.224098,42.933632,35.294376
"fig|214675.23.peg.3849",117.049873,6.636142,71.350121,10.121068
"fig|214675.23.peg.3850",19.702427,2.556844,26.575068,6.227647
"fig|214675.23.peg.3851",9.265839,3.430052,10.145119,9.159175
"fig|214675.23.peg.3852",54.662273,7.236186,20.54006,13.113265
"fig|214675.23.peg.3853",1.259833,0.468685,1.760796,1.1289
"fig|214675.23.peg.3854",40.316856,9.977529,9.951476,4.38498
"fig|214675.23.peg.3857",91.503525,9.534247,28.49791,8.688628
"fig|214675.23.peg.3858",17.70743,5.117089,9.501178,6.057734
"fig|214675.23.peg.3859",2.604437,2.196841,1.322466,1.898263
"fig|214675.23.peg.3862",12.018149,1.394537,11.166073,1.548999
"fig|214675.23.peg.3863",21.06255,0.406337,12.160466,0.526327
"fig|214675.23.peg.3864",5.330206,0.856424,5.765939,1.548359
"fig|214675.23.peg.3865",4.522017,1.204377,3.32017,3.128566
"fig|214675.23.peg.3866",4.497619,1.472328,9.169726,4.422836
"fig|214675.23.peg.3867",8.850471,1.824397,15.936508,5.080498
"fig|214675.23.peg.3868",0.933837,0.637608,1.668357,2.249499
"fig|214675.23.peg.3870",13.299506,1.503998,8.431769,3.694626
"fig|214675.23.peg.3871",2.028989,0.425686,1.597451,1.382856
"fig|214675.23.peg.3873",4.674602,1.59837,3.266495,1.68048
"fig|214675.23.peg.3874",5.713604,0.986585,3.733902,1.627382
"fig|214675.23.peg.3877",135.110764,14.745616,81.664764,18.841476
"fig|214675.23.peg.3878",2.273897,NA,1.465484,NA
"fig|214675.23.peg.3879",187.818039,14.378269,44.783409,13.768276
"fig|214675.23.peg.3880",3.189065,0.714204,1.22399,1.080842
"fig|214675.23.peg.3881",5.457839,NA,3.378707,0.504176
"fig|214675.23.peg.3882",1.181289,1.165951,1.290481,1.028755
"fig|214675.23.peg.3885",2.216692,NA,3.041176,NA
"fig|214675.23.peg.3886",9.781028,2.625296,15.977494,6.646776
"fig|214675.23.peg.3887",29.116901,7.755923,26.435736,30.723429
"fig|214675.23.peg.3888",2.802809,2.51986,3.370628,4.226777
"fig|214675.23.peg.3889",100.812721,7.670056,158.776337,19.200226
"fig|214675.23.peg.3890",104.958923,29.447876,88.790764,58.868561
"fig|214675.23.peg.3891",360.086884,35.009747,410.415039,86.004097
"fig|214675.23.peg.3892",29.957115,2.76515,56.615227,7.806631
"fig|214675.23.peg.3893",21.516993,1.784627,39.968018,7.547256
"fig|214675.23.peg.3894",8.237152,2.136412,17.936399,5.857842
"fig|214675.23.peg.3895",7.761997,7.702462,9.241347,15.337792
"fig|214675.23.peg.3896",5.390187,4.705808,7.028539,14.048847
"fig|214675.23.peg.3897",37.670589,20.463858,23.527655,32.622395
"fig|214675.23.peg.3898",912.126099,72.86335,484.143311,86.672256
"fig|214675.23.peg.3899",570.169495,14.835026,491.191437,24.401884
"fig|214675.23.peg.3900",65.077988,11.959115,58.739967,27.644163
"fig|214675.23.peg.3901",152.811783,11.905088,171.42836,36.000301
"fig|214675.23.peg.3902",1.099408,4.447938,4.904969,9.598798
"fig|214675.23.peg.3903",1.433167,6.545853,1.814604,16.727913
"fig|214675.23.peg.3904",60.173073,3.882337,96.381241,10.795735
"fig|214675.23.peg.3905",19.990705,20.164604,17.149448,27.043657
"fig|214675.23.peg.3906",93.540184,39.800304,41.630901,63.249828
"fig|214675.23.peg.3907",1871.146973,61.192074,1281.320679,95.30732
"fig|214675.23.peg.3908",2148.647949,52.227112,1596.304077,100.049881
"fig|214675.23.peg.3909",451.771454,55.797153,218.849472,76.737076
"fig|214675.23.peg.3910",1.532833,1.203179,4.568264,1.314787
"fig|214675.23.peg.3913",14.267647,3.390946,2.737001,1.784753
"fig|214675.23.peg.3915",12.986492,2.740185,10.714638,6.012655
"fig|214675.23.peg.3916",69.205406,6.664885,59.795383,11.655676
"fig|214675.23.peg.3917",28.668533,9.188611,19.203604,15.116858
"fig|214675.23.peg.3918",45.413464,8.261495,33.478107,12.911259
"fig|214675.23.peg.3919",30.303482,1.329696,49.747002,5.049194
"fig|214675.23.peg.3920",22.795631,2.101202,32.253033,6.273808
"fig|214675.23.peg.3921",18.132225,6.181081,34.648766,10.741693
"fig|214675.23.peg.3922",130.179993,41.732765,69.004608,51.168251
"fig|214675.23.peg.3923",29.113626,3.25462,29.249846,7.148362
"fig|214675.23.peg.3924",5.799504,1.838006,9.098042,4.976403
"fig|214675.23.peg.3925",20.279528,2.968321,20.473076,7.493756
"fig|214675.23.peg.3926",26.612926,5.293989,11.073178,7.264012
"fig|214675.23.peg.3927",5.697457,1.522462,3.183505,1.551723
"fig|214675.23.peg.3928",5.884725,1.902192,5.48761,3.224729
"fig|214675.23.peg.3929",41.976925,4.756593,32.688023,8.856789
"fig|214675.23.peg.3930",52.244698,4.382129,63.321812,12.12611
"fig|214675.23.peg.3931",462.586426,36.245804,376.238708,68.145676
"fig|214675.23.peg.3932",963.222961,25.063889,1007.389709,57.535378
"fig|214675.23.peg.3933",207.533127,22.724363,165.533569,43.34124
"fig|214675.23.peg.3934",2.164688,0.623123,6.842408,2.129072
"fig|214675.23.peg.3938",16.926733,0.97258,5.998529,0.735374
"fig|214675.23.peg.3941",6.314671,2.570235,5.4946,5.022635
"fig|214675.23.peg.3942",5.570606,1.348246,7.206438,3.930791
"fig|214675.23.peg.3943",1.407888,0.739418,2.213266,1.406086
"fig|214675.23.peg.3945",0.938519,1.102915,1.0861,NA
"fig|214675.23.peg.3946",0.663357,0.43938,NA,0.372682
"fig|214675.23.peg.3947",1.135379,NA,NA,NA
"fig|214675.23.peg.3949",46.547131,22.889389,24.92684,30.041546
"fig|214675.23.peg.3950",48.046848,4.314431,48.578133,15.674829
"fig|214675.23.peg.3951",62.699863,11.371801,44.699741,20.282478
"fig|214675.23.peg.3952",0.814708,1.000714,0.662631,1.361146
"fig|214675.23.peg.3953",58.818985,30.609756,29.305428,34.84016
"fig|214675.23.peg.3954",4.538104,1.794188,2.6504,1.577864
"fig|214675.23.peg.3957",0.95863,NA,0.825837,NA
"fig|214675.23.peg.3959",14.918593,1.840354,18.635889,3.128765
"fig|214675.23.peg.3960",15.253206,1.08873,3.798369,1.181778
"fig|214675.23.peg.3961",6.18538,3.870378,2.321312,1.22539
"fig|214675.23.peg.3962",2.500835,NA,3.192708,NA
"fig|214675.23.peg.3963",3.528461,0.690573,3.327509,1.534181
"fig|214675.23.peg.3965",3.942943,1.08099,4.632411,2.389833
"fig|214675.23.peg.3966",9.690194,1.096854,14.629867,2.337984
"fig|214675.23.peg.3967",91.256752,8.514564,73.147171,15.026326
"fig|214675.23.peg.3968",62.237667,7.826001,62.608624,14.951015
"fig|214675.23.peg.3969",9.923018,10.290275,6.320688,13.53925
"fig|214675.23.peg.3971",185.307861,5.434662,54.966072,6.368352
"fig|214675.23.peg.3972",80.604431,6.736789,34.262032,NA
"fig|214675.23.peg.3974",2.795892,0.390857,1.281298,1.20722
"fig|214675.23.peg.3975",5.992297,0.962267,3.978582,1.55405
"fig|214675.23.peg.3976",40.082169,2.335327,26.055252,3.337237
"fig|214675.23.peg.3977",12.266913,3.073798,6.057733,3.848707
"fig|214675.23.peg.3978",60.123821,1.998566,33.776516,3.290253
"fig|214675.23.peg.3979",5.018606,2.577541,4.261334,3.987949
"fig|214675.23.peg.3980",2.801899,5.025265,NA,1.798198
"fig|214675.23.peg.3981",1.430124,0.457935,1.479276,0.458037
"fig|214675.23.peg.3982",8.729755,7.358867,2.630853,6.693526
"fig|214675.23.peg.3983",3.997106,1.079156,3.671229,2.681305
"fig|214675.23.peg.3984",3.090755,0.356702,2.537146,NA
"fig|214675.23.peg.3985",1.547009,0.484032,1.474571,0.660496
"fig|214675.23.peg.3986",3.660427,1.592027,4.204259,1.290888
"fig|214675.23.peg.3987",13.230581,2.421941,6.327355,2.093377
"fig|214675.23.peg.3988",19.92425,2.356177,10.154386,3.020781
"fig|214675.23.peg.3989",9.819591,3.073165,10.124423,4.124335
"fig|214675.23.peg.3990",1.098801,2.440807,1.489158,4.384313
"fig|214675.23.peg.3991",5.283208,NA,1.904654,NA
"fig|214675.23.peg.3992",5.361385,0.991167,7.235955,0.825465
"fig|214675.23.peg.3993",3.730764,1.574826,1.561442,1.69331
"fig|214675.23.peg.3995",202.079773,40.558979,151.260162,80.496262
"fig|214675.23.peg.3996",7.444208,3.748942,6.683062,5.550259
"fig|214675.23.peg.3997",8.088326,NA,6.483841,0.471513
"fig|214675.23.peg.3998",6.586177,8.069925,1.635699,12.52297
"fig|214675.23.peg.3999",401.03244,33.349693,290.609192,56.242718
"fig|214675.23.peg.4000",370.310516,64.187126,238.200439,80.709808
"fig|214675.23.peg.4001",319.45871,46.801308,163.019867,56.136177
"fig|214675.23.peg.4004",17.65258,2.352773,15.330467,3.486857
"fig|214675.23.peg.4005",69.615021,9.462171,15.059699,4.986407
"fig|214675.23.peg.4006",18.567505,13.372818,5.669225,8.044702
"fig|214675.23.peg.4007",43.689507,6.649698,11.326801,4.232023
"fig|214675.23.peg.4008",8.930437,10.208158,5.818954,8.741018
"fig|214675.23.peg.4011",4.738682,1.02718,2.86071,1.439538
"fig|214675.23.peg.4012",171.313278,13.771811,51.083324,8.136696
"fig|214675.23.peg.4013",46.313038,30.518324,16.900644,24.745546
"fig|214675.23.peg.4015",0.830572,0.753137,NA,NA
"fig|214675.23.peg.4016",150.37262,72.18631,29.766628,40.67218
"fig|214675.23.peg.4017",233.888977,80.782402,66.558975,41.917667
"fig|214675.23.peg.4018",2.375027,0.386987,1.615922,NA
"fig|214675.23.peg.4019",318.503479,46.896599,50.194859,10.464931
"fig|214675.23.peg.4020",19.655268,11.280593,18.615973,28.552801
"fig|214675.23.peg.4021",9.79222,2.398146,9.652331,4.818041
"fig|214675.23.peg.4023",67.393112,2.466874,70.779976,7.261698
"fig|214675.23.peg.4024",0.658879,7.902838,0.836562,6.816309
"fig|214675.23.peg.4025",269.562439,8.357955,200.355469,20.394131
"fig|214675.23.peg.4027",37.566193,14.88032,12.246857,9.384271
"fig|214675.23.peg.4028",249.168076,210.917557,34.591084,56.247612
"fig|214675.23.peg.4031",1.633739,0.618272,0.700123,0.545278
"fig|214675.23.peg.4033",84.494553,9.9173,328.886963,26.168476
"fig|214675.23.peg.4034",101.919502,25.245686,49.872662,28.374393
"fig|214675.23.peg.4036",5.155627,1.882314,7.92267,5.638866
"fig|214675.23.peg.4037",76.931419,4.32113,24.494102,6.449872
"fig|214675.23.peg.4038",1.993166,NA,4.996101,NA
"fig|214675.23.peg.4039",4.328041,1.753883,3.090035,1.647864
"fig|214675.23.peg.4040",22.949793,1.637357,12.580329,3.20069
"fig|214675.23.peg.4041",358.085205,44.58345,142.292709,30.247879
"fig|214675.23.peg.4042",20.83812,4.040937,20.782408,9.529977
"fig|214675.23.peg.4044",16.495266,5.045418,12.2138,7.725054
"fig|214675.23.peg.4045",0.810142,1.348066,NA,1.585561
"fig|214675.23.peg.4046",1.183634,1.433342,2.276665,3.616125
"fig|214675.23.peg.4047",33.710209,5.801051,25.25614,7.738888
"fig|214675.23.peg.4048",159.145493,17.88748,68.270279,15.328089
"fig|214675.23.peg.4049",88.20282,13.628756,48.073322,12.081314
"fig|214675.23.peg.4050",1.330016,0.547974,NA,0.717136
"fig|214675.23.peg.4051",0.722038,NA,NA,NA
"fig|214675.23.peg.4052",221.899231,77.320816,51.898735,56.141857
"fig|214675.23.peg.4053",122.32003,41.891647,43.941986,33.750416
"fig|214675.23.peg.4054",4.402722,2.968655,3.446338,3.547841
"fig|214675.23.peg.4055",0.852354,0.464385,1.577598,1.955536
"fig|214675.23.peg.4056",1.332273,NA,0.66383,0.899419
"fig|214675.23.peg.4057",217.505219,67.338814,138.003708,53.911346
"fig|214675.23.peg.4058",213.124237,28.699961,137.4142,44.153965
"fig|214675.23.peg.4059",56.727448,14.025264,44.123089,21.045128
"fig|214675.23.peg.4063",59.888481,4.494737,33.791447,5.325484
"fig|214675.23.peg.4064",51.12532,6.784406,12.123137,3.791152
"fig|214675.23.peg.4065",5.100574,3.114719,1.840976,2.025911
"fig|214675.23.peg.4066",3.352161,0.975698,3.183685,1.044612
"fig|214675.23.peg.4067",112.380424,25.541492,31.849062,12.062449
"fig|214675.23.peg.4069",25.037388,6.168108,4.800781,2.84714
"fig|214675.23.peg.4070",3.484478,2.938177,0.970713,0.633969
"fig|214675.23.peg.4071",28.717628,1.173889,7.524323,0.659697
"fig|214675.23.peg.4072",13.032005,0.457129,3.237655,NA
"fig|214675.23.peg.4073",7.469148,0.517156,3.5172,1.248284
"fig|214675.23.peg.4074",9.968805,3.339816,4.546959,3.414264
"fig|214675.23.peg.4076",5.435093,1.169039,4.407943,2.51003
"fig|214675.23.peg.4080",12.844375,0.727129,17.964458,1.920753
"fig|214675.23.peg.4081",17.37303,3.132881,32.655464,11.304111
"fig|214675.23.peg.4082",10.686392,3.639196,14.450392,10.020563
"fig|214675.23.peg.4083",13.394654,2.108656,14.250559,3.591336
"fig|214675.23.rna.41",392.859955,13.411504,448.243134,13.060053
"fig|214675.23.peg.4084",53.323498,19.979828,15.907376,29.039875
"fig|214675.23.peg.4085",25.804033,5.582712,24.181538,10.896755
"fig|214675.23.peg.4086",70.899353,10.220035,47.038006,15.57225
"fig|214675.23.peg.4087",107.508484,13.064306,113.183617,27.929972
"fig|214675.23.peg.4088",91.825226,9.304956,84.535469,20.186167
"fig|214675.23.peg.4089",1.728407,7.635817,1.816125,10.6988
"fig|214675.23.peg.4090",1.64941,1.622768,NA,NA
"fig|214675.23.peg.4091",37.921528,2.609553,6.85407,1.257389
"fig|214675.23.peg.4092",18.4865,12.709415,3.82494,3.637253
"fig|214675.23.peg.4093",65.286987,16.191261,9.439108,3.167558
"fig|214675.23.peg.4094",112.998169,38.531597,10.876934,5.105851
"fig|214675.23.peg.4095",30.503704,5.393598,5.646616,2.130052
"fig|214675.23.peg.4096",8.105612,4.476902,2.739966,1.588725
"fig|214675.23.peg.4097",72.746628,10.350797,5.989538,3.361794
"fig|214675.23.peg.4098",18.377165,8.00848,3.033952,2.570457
"fig|214675.23.peg.4099",32.075279,11.049579,8.087701,5.361478
"fig|214675.23.peg.4100",0.985764,NA,NA,0.599613
"fig|214675.23.peg.4101",0.69231,3.15043,0.687059,4.020129
"fig|214675.23.peg.4102",32.003025,6.779205,13.795444,8.001474
"fig|214675.23.peg.4103",1.278826,0.387662,1.579508,0.537951
"fig|214675.23.peg.4104",159.703415,243.159698,77.842812,230.549103
"fig|214675.23.peg.4105",591.844727,79.855827,180.907913,86.163048
"fig|214675.23.peg.4106",6.495954,3.238454,5.56021,5.193635
"fig|214675.23.peg.4107",11.555005,1.131979,13.218349,1.770519
"fig|214675.23.peg.4108",137.690094,7.72533,70.615395,15.214886
"fig|214675.23.peg.4109",23.393929,0.866516,22.494284,1.942513
"fig|214675.23.peg.4110",9.919264,4.429175,12.939734,6.100437
"fig|214675.23.peg.4111",32.613579,9.209574,13.560907,13.269162
"fig|214675.23.peg.4112",45.116169,7.779526,35.948475,15.133151
"fig|214675.23.peg.4113",15.352978,12.030071,11.915542,19.11973
"fig|214675.23.peg.4114",114.013893,7.536755,67.392372,11.804063
"fig|214675.23.peg.4115",149.066025,8.734391,61.605949,10.426698
"fig|214675.23.peg.4116",45.763802,12.682547,27.156597,18.436815
"fig|214675.23.peg.4117",121.527748,4.654509,NA,7.922491
"fig|214675.23.peg.4118",166.246262,5.585896,126.380531,8.96736
"fig|214675.23.peg.4119",51.422283,3.432992,17.687126,9.420778
"fig|214675.23.peg.4120",10.912062,1.845483,13.451146,4.365621
"fig|214675.23.peg.4121",37.378239,3.889134,26.013824,7.512195
"fig|214675.23.peg.4122",68.94175,7.02921,63.463753,12.119409
"fig|214675.23.peg.4123",13.420179,2.038435,12.07176,4.991325
"fig|214675.23.peg.4124",33.441578,4.746182,54.14558,9.494311
"fig|214675.23.peg.4125",82.325623,10.414522,125.558731,22.518753
"fig|214675.23.peg.4127",2.145186,1.43251,2.446546,2.743989
"fig|214675.23.peg.4128",54.985092,23.225479,43.219395,33.748901
"fig|214675.23.peg.4129",14.060624,19.400698,11.862442,34.861492
"fig|214675.23.peg.4130",1.373664,1.102924,2.347101,5.497926
"fig|214675.23.peg.4131",25.63125,8.024443,34.02269,14.637942
"fig|214675.23.peg.4132",190.191589,40.139545,76.103256,71.098938
"fig|214675.23.peg.4133",1.850223,5.747766,5.134511,12.052729
"fig|214675.23.peg.4134",42.120903,6.855297,41.499298,13.563332
"fig|214675.23.peg.4135",14.844161,11.673209,16.268246,23.318708
"fig|214675.23.peg.4139",5.093442,1.694807,3.43767,2.694669
"fig|214675.23.peg.4140",6.877597,52.475506,2.296265,33.990761
"fig|214675.23.peg.4141",1.58239,7.591102,1.69034,6.209163
"fig|214675.23.peg.4142",128.316284,13.744436,40.684265,8.874267
"fig|214675.23.peg.4143",122.469177,7.341784,100.179863,10.009436
"fig|214675.23.peg.4144",198.380859,7.64741,235.388275,18.029932
"fig|214675.23.peg.4145",134.977478,10.751058,138.937057,24.478653
"fig|214675.23.peg.4146",35.811539,5.788168,72.662491,13.947116
"fig|214675.23.peg.4147",50.339493,3.703726,42.556557,9.894926
"fig|214675.23.peg.4148",349.927063,44.769344,407.018555,90.710434
"fig|214675.23.peg.4149",13.38058,4.102348,12.020786,12.301641
"fig|214675.23.peg.4150",11.429129,4.056369,10.69443,10.897413
"fig|214675.23.peg.4151",12.391194,2.48338,14.023507,4.746142
"fig|214675.23.peg.4152",52.942379,4.590479,58.798901,7.182278
"fig|214675.23.peg.4153",96.319252,5.023255,80.632881,10.403997
"fig|214675.23.peg.4154",128.846451,4.86198,84.649544,7.921143
"fig|214675.23.peg.4155",90.429161,3.561389,74.331253,6.50057
"fig|214675.23.peg.4156",10.823613,3.260024,12.929169,6.719943
"fig|214675.23.peg.4159",1.357385,NA,1.277156,0.560327
"fig|214675.23.peg.4161",6.963877,0.954196,6.504109,1.889523
"fig|214675.23.peg.4162",34.790012,5.520355,21.473413,7.67858
"fig|214675.23.peg.4163",261.421722,53.964703,144.536118,58.861664
"fig|214675.23.peg.4164",7.622964,2.953641,7.240199,4.331285
"fig|214675.23.peg.4165",1.771628,1.371137,1.177054,3.686583
"fig|214675.23.peg.4166",3.777471,7.018019,42.221519,7.528885
"fig|214675.23.peg.4167",30.714611,1.669523,37.381893,3.493968
"fig|214675.23.peg.4168",11.171629,1.54532,3.654187,1.655629
"fig|214675.23.peg.4171",20.61689,5.87447,8.046613,6.143722
"fig|214675.23.peg.4173",0.91647,0.601903,NA,NA
"fig|214675.23.peg.4174",4.850654,1.024946,13.635214,5.285188
"fig|214675.23.peg.4175",0.816825,NA,2.970462,13.139217
"fig|214675.23.peg.4176",19.331131,4.900705,93.911705,45.584221
"fig|214675.23.peg.4177",3.12559,2.225978,4.547582,3.319673
"fig|214675.23.peg.4178",16.310066,1.754943,8.62424,2.586236
"fig|214675.23.peg.4179",104.291794,5.662538,130.375214,9.422146
"fig|214675.23.peg.4180",17.065149,5.934265,16.747496,10.480484
"fig|214675.23.peg.4181",8.345796,2.894114,5.820181,5.148102
"fig|214675.23.peg.4182",20.176249,5.266821,15.887444,7.807376
"fig|214675.23.peg.4183",10.02282,3.14019,7.772747,4.067513
"fig|214675.23.peg.4184",20.456404,1.383769,20.250725,1.894776
"fig|214675.23.peg.4185",9.181509,0.958937,14.6374,1.928832
"fig|214675.23.peg.4186",35.135006,3.04464,31.146734,4.551404
