"PATRIC","ut30","to30","ut37","to37"
"fig|214675.23.peg.1847",9.760863,0.720776,4.197304,0.992113
"fig|214675.23.peg.1848",10.987919,3.28289,14.093267,5.853696
"fig|214675.23.peg.1849",6.770307,0.670568,10.523927,2.049324
"fig|214675.23.peg.1850",5.665779,0.65859,8.000607,1.411919
"fig|214675.23.peg.1851",39.62767,1.87868,35.458607,3.483479
"fig|214675.23.peg.1853",22.334661,3.245994,21.951832,8.034433
"fig|214675.23.peg.1854",22.765409,5.290706,10.431577,5.270049
"fig|214675.23.peg.1855",10.011418,2.828581,3.157557,2.349866
"fig|214675.23.peg.1856",21.324835,4.715869,10.039277,4.092613
"fig|214675.23.peg.1857",167.915451,13.882565,94.550308,17.304491
"fig|214675.23.peg.1858",83.962425,17.935446,55.211311,19.946056
"fig|214675.23.peg.1860",4.900712,1.485658,3.809666,2.275433
"fig|214675.23.peg.1863",6.506458,3.896604,5.04494,6.140946
"fig|214675.23.peg.1864",1.612862,0.780425,NA,1.459057
"fig|214675.23.peg.1865",14.187637,1.935437,7.819534,2.141003
"fig|214675.23.peg.1866",71.362411,21.005636,19.660408,11.965606
"fig|214675.23.peg.1867",53.819721,6.810862,18.098345,4.349527
"fig|214675.23.peg.1868",5.745248,0.948119,2.109829,0.522739
"fig|214675.23.peg.1870",4.321656,0.932398,2.610978,1.280423
"fig|214675.23.peg.1871",73.624916,5.465324,74.335945,10.8168
"fig|214675.23.peg.1890",4.245786,0.687017,4.796231,1.24155
"fig|214675.23.peg.1891",24.640661,3.090035,102.586288,22.555901
"fig|214675.23.peg.1892",4.784698,NA,1.375306,NA
"fig|214675.23.peg.1893",5.449465,NA,1.734015,NA
"fig|214675.23.peg.1894",5.479783,0.946874,5.581396,1.561367
"fig|214675.23.peg.1872",0.902563,NA,2.362905,0.929229
"fig|214675.23.peg.1873",0.849229,NA,1.496361,0.77146
"fig|214675.23.peg.1874",3.369607,4.307224,1.176534,2.647604
"fig|214675.23.peg.1875",0.796783,0.400809,0.638742,0.633876
"fig|214675.23.peg.1876",74.808754,35.798397,17.461397,24.902582
"fig|214675.23.peg.1878",18.938751,1.206186,20.666285,1.969657
"fig|214675.23.peg.1879",151.526489,4.486728,141.283966,10.975464
"fig|214675.23.peg.1880",16.991949,3.919185,9.653327,7.54061
"fig|214675.23.peg.1881",2.842926,0.918319,4.343924,2.239336
"fig|214675.23.peg.1882",40.307049,1.564123,46.593224,3.808285
"fig|214675.23.peg.1883",9.885626,4.394174,3.292492,3.168555
"fig|214675.23.peg.1884",60.35355,3.735678,24.813307,5.499671
"fig|214675.23.peg.1885",2.089051,1.907993,3.429642,3.463182
"fig|214675.23.peg.1886",41.360756,3.187833,44.7673,7.488429
"fig|214675.23.peg.1888",119.994423,15.633259,66.426216,21.754868
"fig|214675.23.peg.1889",5.781301,0.897969,2.544528,1.012407
"fig|214675.23.peg.1895",9.041904,1.689289,4.597042,1.908716
"fig|214675.23.peg.1896",27.753258,7.254692,8.983042,4.602368
"fig|214675.23.peg.1897",1.896436,NA,NA,NA
"fig|214675.23.peg.1899",2.768115,NA,5.944483,0.839457
"fig|214675.23.peg.1900",1.514322,0.74616,0.668385,1.181736
"fig|214675.23.peg.1901",6.917733,3.737501,6.390954,6.270874
"fig|214675.23.peg.1902",44.826546,5.005621,43.147793,12.013657
"fig|214675.23.peg.1903",44.009186,6.48129,40.415779,13.210641
"fig|214675.23.peg.1904",14.099889,4.336287,9.714597,10.15926
"fig|214675.23.peg.1905",21.865219,2.937769,26.16736,8.42064
"fig|214675.23.peg.1906",77.443184,6.126637,82.065498,14.59373
"fig|214675.23.peg.1907",1.107022,1.772976,2.810254,3.655416
"fig|214675.23.peg.1917",7.584668,0.552159,3.207453,0.987089
"fig|214675.23.peg.1908",1.832058,1.807918,1.54027,2.408121
"fig|214675.23.peg.1909",2.880111,1.743594,0.819348,2.034241
"fig|214675.23.peg.1911",44.097469,12.057168,22.465242,11.082579
"fig|214675.23.peg.1912",30.131042,6.560911,25.792013,8.668144
"fig|214675.23.peg.1913",85.673256,9.635989,34.235596,10.94197
"fig|214675.23.peg.1919",50.794182,9.876513,45.684181,30.176693
"fig|214675.23.peg.1921",392.137909,53.714756,11.473513,4.953539
"fig|214675.23.peg.1932",2.662585,NA,6.983528,0.897782
"fig|214675.23.peg.1933",2.709908,NA,12.854325,0.919547
"fig|214675.23.peg.1934",7.993793,0.931441,12.941391,2.542065
"fig|214675.23.peg.1935",8.521458,0.760749,21.545454,3.683948
"fig|214675.23.peg.1936",12.159159,2.211086,5.827035,2.954166
"fig|214675.23.peg.1922",12.608268,1.080985,12.806475,1.859586
"fig|214675.23.peg.1923",3.883759,0.789646,5.03717,1.105289
"fig|214675.23.peg.1924",4.116714,2.438943,4.563353,3.711887
"fig|214675.23.peg.1925",19.519457,1.940935,17.999905,3.408094
"fig|214675.23.peg.1926",5.048338,5.75373,3.459504,5.326957
"fig|214675.23.peg.1927",58.5839,10.242133,19.510817,6.119834
"fig|214675.23.peg.1928",36.697365,11.922326,9.553129,12.447669
"fig|214675.23.peg.1929",18.182198,2.80575,19.187809,11.237017
"fig|214675.23.peg.1930",4.739407,4.373287,2.093646,3.10579
"fig|214675.23.peg.1931",4.022864,0.520494,7.138018,1.190782
"fig|214675.23.peg.1305",111.626755,13.400484,39.719509,12.735588
"fig|214675.23.peg.1306",13.075174,9.548887,6.921724,10.95693
"fig|214675.23.peg.1307",198.633087,11.298655,85.239594,13.489334
"fig|214675.23.peg.1308",1.620413,1.349979,1.651259,2.907873
"fig|214675.23.peg.1310",22.236195,8.770104,10.654543,9.195307
"fig|214675.23.peg.1311",28.647415,10.322192,18.210728,12.909138
"fig|214675.23.peg.1312",153.620987,12.727721,47.15239,10.701565
"fig|214675.23.peg.1313",63.761112,17.651548,49.66217,29.281416
"fig|214675.23.peg.1314",193.961121,17.085442,113.741798,22.530033
"fig|214675.23.peg.1315",110.546181,30.325037,62.685974,38.770901
"fig|214675.23.peg.1316",14.117754,7.412636,15.341326,9.907559
"fig|214675.23.peg.1317",343.009644,47.999142,124.115234,42.288216
"fig|214675.23.peg.1318",73.513062,27.845974,30.315958,21.207466
"fig|214675.23.peg.1319",66.464302,6.895394,37.443027,8.569704
"fig|214675.23.peg.1320",54.11726,2.931285,38.276741,4.536705
"fig|214675.23.peg.1321",25.331415,2.077592,20.030268,3.859181
"fig|214675.23.peg.1322",3.824915,1.704571,3.603711,1.365305
"fig|214675.23.peg.1323",7.457675,2.093609,8.207548,4.12038
"fig|214675.23.peg.1324",297.059418,10.802538,177.645508,12.8594
"fig|214675.23.peg.1325",157.697998,19.519154,74.063286,23.746592
"fig|214675.23.peg.1326",2.331372,NA,2.685739,1.104192
"fig|214675.23.peg.1327",1.313423,0.578546,0.657228,2.13462
"fig|214675.23.peg.1328",238.351822,13.49912,197.517517,21.982121
"fig|214675.23.peg.1329",45.218567,3.597797,30.129278,6.832846
"fig|214675.23.peg.1330",8.136803,NA,14.262008,0.566943
"fig|214675.23.peg.1331",5.701317,1.488362,6.541561,3.393516
"fig|214675.23.peg.1333",87.230042,13.478515,32.156384,7.9771
"fig|214675.23.peg.1334",150.260468,46.283413,34.662594,23.650824
"fig|214675.23.peg.1335",23.02598,9.11064,6.59755,6.275396
"fig|214675.23.peg.1336",8.206016,16.407782,3.730361,13.302288
"fig|214675.23.peg.1337",11.725483,2.590798,9.568281,5.331769
"fig|214675.23.peg.1338",2.683586,2.376559,0.843992,2.165071
"fig|214675.23.peg.1339",31.086092,20.315662,15.726871,17.845871
"fig|214675.23.peg.1340",2.807541,0.798684,1.999835,1.399659
"fig|214675.23.peg.1341",61.188465,4.058292,12.874849,3.448384
"fig|214675.23.peg.1343",30.820509,7.738304,31.768633,19.080006
"fig|214675.23.peg.1344",59.415634,8.237409,84.89222,37.964996
"fig|214675.23.peg.1345",95.199516,11.429719,199.226028,45.160839
"fig|214675.23.peg.1346",38.161732,5.482711,13.920868,6.492947
"fig|214675.23.peg.1347",0.647762,NA,1.271877,NA
"fig|214675.23.peg.1348",3314.694092,2735.565918,1532.367065,2944.661865
"fig|214675.23.peg.1350",48.76918,7.067434,17.79554,5.624304
"fig|214675.23.peg.1351",2.336097,1.939196,1.248154,2.431156
"fig|214675.23.peg.1352",0.900293,0.55084,1.056389,0.655109
"fig|214675.23.peg.1353",1.230539,0.555148,0.94634,0.743295
"fig|214675.23.peg.1354",80.157814,11.940214,32.299088,7.998777
"fig|214675.23.peg.1355",28.416107,2.651883,21.508286,4.068309
"fig|214675.23.peg.1356",1.27512,1.27129,0.900291,2.183185
"fig|214675.23.peg.1357",37.126686,NA,35.049458,0.686068
"fig|214675.23.peg.1358",1.38062,0.979376,0.770011,1.405246
"fig|214675.23.peg.1359",29.9412,26.347797,11.774237,19.744457
"fig|214675.23.peg.1360",15.390155,2.94103,11.03129,4.579091
"fig|214675.23.peg.1362",12.451474,1.033002,13.226537,2.062317
"fig|214675.23.peg.1364",0.783459,NA,NA,0.653491
"fig|214675.23.peg.1366",128.185913,0.708204,278.13797,3.582725
"fig|214675.23.peg.1367",122.733261,114.961617,195.847366,386.02066
"fig|214675.23.peg.1368",192.522415,111.337364,349.000336,416.067505
"fig|214675.23.peg.1369",18.682272,6.80407,20.201714,8.003221
"fig|214675.23.peg.1370",2.739238,NA,2.022561,NA
"fig|214675.23.peg.1372",2.662891,5.461168,1.150499,6.774822
"fig|214675.23.peg.1373",11.661632,2.972616,8.495539,4.668334
"fig|214675.23.peg.1374",2.372831,3.089356,2.620155,6.9375
"fig|214675.23.peg.1375",12.529222,2.193064,10.734329,2.698096
"fig|214675.23.peg.1376",15.703334,5.832985,11.259405,7.912487
"fig|214675.23.peg.1377",9.744882,13.611499,2.561618,9.918903
"fig|214675.23.peg.1378",152.151443,9.875268,75.479729,9.409649
"fig|214675.23.peg.1379",47.247868,5.143169,21.167231,6.828095
"fig|214675.23.peg.1380",45.304653,8.544086,15.125698,9.637039
"fig|214675.23.peg.1381",372.128479,40.328609,93.914688,34.010204
"fig|214675.23.peg.1382",3.244182,2.961348,2.403974,2.693644
"fig|214675.23.peg.1383",0.967772,2.80478,0.837211,4.622468
"fig|214675.23.peg.1384",55.334625,4.015298,21.357573,4.523326
"fig|214675.23.peg.1385",2.04003,2.485826,2.907112,2.769975
"fig|214675.23.peg.1386",2.202391,NA,2.389087,0.834127
"fig|214675.23.peg.1387",193.842865,4.135114,93.178658,5.451758
"fig|214675.23.peg.1388",182.810989,13.135658,47.332901,9.082272
"fig|214675.23.peg.1391",79.278755,8.525414,32.910488,10.988128
"fig|214675.23.peg.1392",15.081531,1.032085,7.207305,1.356712
"fig|214675.23.peg.1393",5.153214,3.353892,0.960973,1.994711
"fig|214675.23.peg.1394",1.339964,1.951763,0.70216,1.293077
"fig|214675.23.peg.1396",0.716583,0.557015,0.970132,0.64873
"fig|214675.23.peg.1397",57.087692,3.929412,33.373241,5.570761
"fig|214675.23.peg.1398",35.328468,3.765418,26.350651,6.263234
"fig|214675.23.peg.1399",78.640915,6.248344,51.2122,8.680717
"fig|214675.23.peg.1400",366.346527,32.567318,240.326324,49.602436
"fig|214675.23.peg.1401",6.022089,10.795807,8.653049,22.302467
"fig|214675.23.peg.1402",5.988019,2.752201,4.047226,3.46256
"fig|214675.23.peg.1403",1.206341,3.447578,0.900331,5.049316
"fig|214675.23.peg.1404",38.23394,21.952589,18.968468,36.779514
"fig|214675.23.peg.1405",52.786621,11.391621,24.354988,19.780704
"fig|214675.23.peg.1406",28.918243,3.416685,13.030167,5.448885
"fig|214675.23.peg.1407",10.119408,0.658938,8.561515,0.980083
"fig|214675.23.peg.1408",4.92091,1.178729,2.676062,1.224855
"fig|214675.23.peg.1409",5.954741,3.537333,1.467694,2.677994
"fig|214675.23.peg.1411",11.630363,1.584025,7.226812,2.165719
"fig|214675.23.peg.1412",1.589388,1.007926,2.457034,2.384823
"fig|214675.23.peg.1416",8.385543,4.891174,16.777185,20.077642
"fig|214675.23.peg.1421",18.611429,1.661715,16.503464,2.554494
"fig|214675.23.peg.1422",27.026051,3.508959,12.203917,4.948127
"fig|214675.23.peg.1423",32.04578,0.407825,103.474052,NA
"fig|214675.23.peg.1424",593.484375,21.222464,552.250916,59.164349
"fig|214675.23.peg.1425",28.547174,5.345597,46.155186,13.784013
"fig|214675.23.peg.1426",19.150433,2.180823,30.282219,6.051738
"fig|214675.23.peg.1427",151.569794,6.17621,112.067162,12.307738
"fig|214675.23.peg.1428",71.033699,3.691263,92.522507,8.929511
"fig|214675.23.peg.1429",77.062317,7.288265,23.743593,5.851391
"fig|214675.23.peg.1430",4.132943,1.276591,7.011941,3.891195
"fig|214675.23.peg.1431",2.516468,7.619932,4.381361,12.068355
"fig|214675.23.peg.1432",154.377197,55.759811,88.40007,70.907333
"fig|214675.23.peg.1433",10.032269,6.630198,13.394589,10.128636
"fig|214675.23.peg.1434",15.011179,6.168004,14.768991,11.623532
"fig|214675.23.peg.1435",23.819302,4.284142,19.845676,5.61198
"fig|214675.23.peg.1437",20.801563,3.619752,54.394554,15.7881
"fig|214675.23.peg.1438",34.326523,7.46549,69.015091,29.412384
"fig|214675.23.peg.1439",20.356579,7.382717,22.292774,13.00525
"fig|214675.23.peg.1440",38.259468,12.664365,44.017372,21.865459
"fig|214675.23.peg.1441",1294.251709,56.417759,365.718018,43.614193
"fig|214675.23.peg.1442",4.869074,8.164536,4.600008,7.209295
"fig|214675.23.peg.1443",347.665283,17.319994,146.115677,18.530596
"fig|214675.23.peg.1444",155.831924,18.40037,90.119934,22.915941
"fig|214675.23.peg.1445",727.522644,23.945801,290.029236,23.941116
"fig|214675.23.peg.1446",63.894611,7.182109,68.435707,13.112088
"fig|214675.23.peg.1447",11.134537,1.842798,4.364739,1.982528
"fig|214675.23.peg.1448",248.250793,1.553025,120.85685,3.454161
"fig|214675.23.peg.1449",398.453522,11.212173,213.463852,11.964599
"fig|214675.23.peg.1450",11.652398,3.667137,3.694953,5.208906
"fig|214675.23.peg.1451",0.842473,0.882331,1.838226,1.271178
"fig|214675.23.peg.1452",2.226397,3.929858,1.401419,7.574819
"fig|214675.23.peg.1453",11.672611,1.600109,10.214695,2.315026
"fig|214675.23.peg.1454",5.460588,3.800473,3.623643,4.625311
"fig|214675.23.peg.1455",56.04023,3.984747,34.43166,6.572258
"fig|214675.23.peg.1456",1.218465,0.650139,NA,0.590019
"fig|214675.23.peg.1457",159.661438,3.945983,37.858349,4.101349
"fig|214675.23.peg.1458",4.290372,NA,1.235149,NA
"fig|214675.23.peg.1459",11.02099,2.039438,7.406781,2.239563
"fig|214675.23.peg.1460",7.368182,9.856654,4.799188,14.393253
"fig|214675.23.peg.1461",3.294133,NA,5.195093,NA
"fig|214675.23.peg.1462",7.179224,29.963154,5.205273,28.781406
"fig|214675.23.peg.1463",8.774195,1.933465,6.011197,2.345183
"fig|214675.23.peg.1464",15.044114,3.23431,11.384494,3.547314
"fig|214675.23.peg.1465",2.475661,0.552242,1.894351,0.668973
"fig|214675.23.peg.1467",1.642761,0.415502,2.044176,0.391326
"fig|214675.23.peg.1468",7.059363,0.364007,5.067988,0.585904
"fig|214675.23.peg.1470",14.410287,2.760189,11.278088,2.44542
"fig|214675.23.peg.1471",231.558868,20.353991,141.311584,42.625137
"fig|214675.23.peg.1472",4.054901,0.93795,6.669081,2.397335
"fig|214675.23.peg.1473",1.248975,1.217721,1.18787,2.337156
"fig|214675.23.peg.1474",31.669533,2.527073,28.48283,4.152317
"fig|214675.23.peg.1477",141.0215,9.067496,61.712513,12.8568
"fig|214675.23.peg.1478",99.530098,26.902109,36.619835,30.550573
"fig|214675.23.peg.1479",38.33506,9.542962,23.276577,9.764439
"fig|214675.23.peg.1480",6.308437,2.432002,3.596235,3.139749
"fig|214675.23.peg.1481",5.75482,5.286766,9.048277,12.046082
"fig|214675.23.peg.1482",9.306079,2.404708,13.598863,5.246443
"fig|214675.23.peg.1483",7.699806,1.657129,8.264955,3.728096
"fig|214675.23.peg.1484",13.804598,1.309208,10.680373,2.76467
"fig|214675.23.peg.1485",2.729985,3.527899,2.813912,4.562976
"fig|214675.23.peg.1487",1.701568,3.603043,1.610381,4.692811
"fig|214675.23.peg.1488",20.674892,5.150539,7.980138,4.354665
"fig|214675.23.peg.1489",4.828219,0.620975,3.55056,1.037715
"fig|214675.23.peg.1490",7.712723,0.771348,4.881127,1.059969
"fig|214675.23.peg.1491",29.253521,3.552186,17.225977,4.732756
"fig|214675.23.peg.1492",1.606786,0.635115,1.966698,1.201576
"fig|214675.23.peg.1493",5.327005,0.869715,3.940408,0.939277
"fig|214675.23.peg.1494",23.255688,3.19154,11.196083,4.402496
"fig|214675.23.peg.1495",56.907497,2.642232,27.11013,17.988375
"fig|214675.23.peg.1496",794.653381,NA,407.149567,23.757059
"fig|214675.23.peg.1497",531.692139,NA,150.403076,16.597969
"fig|214675.23.peg.1498",182.394714,0.448763,79.658958,21.201899
"fig|214675.23.peg.1499",5.799421,3.68765,1.688468,3.621984
"fig|214675.23.peg.1500",21.130556,4.168733,20.105759,8.055155
"fig|214675.23.peg.1501",59.937706,NA,33.948887,5.795522
"fig|214675.23.peg.1502",0.721425,2.584729,NA,4.269225
"fig|214675.23.peg.1505",18.019564,1.322365,13.018064,2.714343
"fig|214675.23.peg.1506",17.947424,14.424703,9.669971,15.360694
"fig|214675.23.peg.1507",20.73484,11.002108,14.428313,7.584688
"fig|214675.23.peg.1508",343.971405,238.875504,39.969063,104.248627
"fig|214675.23.peg.1509",1.35181,1.31847,1.826851,2.204278
"fig|214675.23.peg.1510",12.23443,2.890455,6.481759,3.408895
"fig|214675.23.peg.1511",17.314716,21.556784,4.036742,11.123425
"fig|214675.23.peg.1512",11.474987,25.263308,6.445874,13.130531
"fig|214675.23.peg.1513",84.051628,10.970323,85.77475,23.602793
"fig|214675.23.peg.1514",24.432026,3.87577,16.514093,8.551179
"fig|214675.23.peg.1515",39.592514,9.373044,37.636112,18.298347
"fig|214675.23.peg.1516",104.015785,8.055837,82.095642,15.327227
"fig|214675.23.peg.1517",23.265135,2.95912,45.257114,8.008254
"fig|214675.23.peg.1518",137.458755,5.842436,123.843964,16.441597
"fig|214675.23.peg.1520",2.270322,2.09413,3.770486,5.008582
"fig|214675.23.peg.1522",4.191645,0.472301,1.78135,0.511715
"fig|214675.23.peg.1523",5.127693,0.771449,1.991678,0.755403
"fig|214675.23.peg.1525",22.045301,3.716527,33.244888,9.640874
"fig|214675.23.peg.1526",108.232697,10.13008,94.286583,17.288546
"fig|214675.23.peg.1527",1.858267,0.887047,1.901301,1.793966
"fig|214675.23.peg.1528",29.204187,2.805303,17.879862,2.980102
"fig|214675.23.peg.1529",5.188899,0.99113,3.692883,1.745386
"fig|214675.23.peg.1530",3.300303,0.470091,2.955206,0.67597
"fig|214675.23.peg.1531",10.683395,2.398831,NA,2.634617
"fig|214675.23.peg.1532",18.412233,1.538942,7.642224,2.243033
"fig|214675.23.peg.1533",7.248872,1.459166,4.211831,1.618203
"fig|214675.23.peg.1534",2.573143,0.992416,2.163049,1.377928
"fig|214675.23.peg.1536",17.891249,4.452256,7.125623,4.103851
"fig|214675.23.peg.1537",8.986566,0.408096,14.393802,0.919406
"fig|214675.23.peg.1538",2.873869,6.958404,3.613184,10.749245
"fig|214675.23.peg.1539",27.854162,3.591784,17.158466,4.705796
"fig|214675.23.peg.1540",0.937353,0.832864,NA,0.834244
"fig|214675.23.peg.1541",238.215759,7.283105,82.354088,8.053996
"fig|214675.23.peg.1542",23.196611,1.793112,31.098169,4.561593
"fig|214675.23.peg.1543",19.15592,2.563945,13.031704,4.787457
"fig|214675.23.peg.1544",9.500947,0.669298,6.425087,0.954793
"fig|214675.23.peg.1545",8.741123,0.92877,8.203548,1.864509
"fig|214675.23.peg.1546",7.276239,2.022271,3.067973,0.865387
"fig|214675.23.peg.1547",10.554594,12.274541,2.18533,7.680491
"fig|214675.23.peg.1548",52.056515,25.043167,18.717321,16.273418
"fig|214675.23.peg.1549",69.505379,14.352857,38.364647,14.589062
"fig|214675.23.peg.1550",43.632824,24.815397,16.740885,16.195423
"fig|214675.23.peg.1551",26.288393,28.05337,8.415703,24.480604
"fig|214675.23.peg.1552",291.35083,14.415413,102.047142,18.732527
"fig|214675.23.peg.1553",2.661981,NA,0.873612,0.426997
"fig|214675.23.peg.1556",82.37207,7.165394,36.392262,5.966792
"fig|214675.23.peg.1557",19.272804,15.135285,11.364142,11.433664
"fig|214675.23.peg.1558",5.48884,3.414765,3.641706,2.66109
"fig|214675.23.peg.1559",78.911568,6.60358,34.137707,7.681286
"fig|214675.23.peg.1561",2.218804,1.529386,1.351184,1.487747
"fig|214675.23.peg.1562",20.574436,9.151116,10.065884,10.058441
"fig|214675.23.peg.1563",127.120583,239.277679,58.496639,185.836685
"fig|214675.23.peg.1564",5.496329,1.428797,4.180736,1.981728
"fig|214675.23.peg.1566",26.105003,3.719338,16.579927,4.531147
"fig|214675.23.peg.1567",19.489986,1.707296,14.812888,2.256817
"fig|214675.23.peg.1568",82.011101,3.589922,75.687057,10.673102
"fig|214675.23.peg.1569",34.994392,6.239648,30.960926,11.404652
"fig|214675.23.peg.1570",28.967436,9.035466,27.82563,20.678429
"fig|214675.23.peg.1571",21.318485,5.858091,22.502436,14.852255
"fig|214675.23.peg.1572",46.510185,4.475771,63.762527,11.689855
"fig|214675.23.peg.1574",8.531694,0.678987,7.124021,0.940219
"fig|214675.23.peg.1575",11.742748,2.000488,9.412658,3.40635
"fig|214675.23.peg.1576",5.169113,3.442722,6.407064,4.191404
"fig|214675.23.peg.1577",5.544047,1.907964,3.798594,2.574028
"fig|214675.23.peg.1579",0.795288,NA,NA,0.374392
"fig|214675.23.peg.1580",4.249391,0.823626,5.96831,2.256466
"fig|214675.23.peg.1581",1.83619,0.851172,1.910744,1.285594
"fig|214675.23.peg.1583",50.889599,10.912225,32.059425,7.84089
"fig|214675.23.peg.1584",55.554604,11.063715,41.290714,16.680418
"fig|214675.23.peg.1585",144.503616,11.253346,93.964821,19.611942
"fig|214675.23.peg.1586",2.556231,1.411131,2.602636,2.192647
"fig|214675.23.peg.1588",302.445282,7.575865,148.0755,7.206215
"fig|214675.23.peg.1589",11.389993,2.706067,4.023193,2.825233
"fig|214675.23.peg.1590",17.747864,0.980674,6.760531,0.799372
"fig|214675.23.peg.1591",0.672433,NA,NA,NA
"fig|214675.23.peg.1592",0.956897,NA,0.742325,NA
